PairName,SeqType,NumMatches,Inliers,TimeMS,H_Error,MMA@3,MMA@5,MMA@7,MHA_Acc@3,MHA_Acc@5,MHA_Acc@7,AUC@1,AUC@3,AUC@5,AUC@10
i_chestnuts_1_2,illumination,2112,2018,34.46,0.1674,0.9560,0.9706,0.9825,1,1,1,0.8326,0.9442,0.9665,0.9833
i_chestnuts_1_3,illumination,2041,1980,32.37,0.2487,0.9706,0.9833,0.9907,1,1,1,0.7513,0.9171,0.9503,0.9751
i_chestnuts_1_4,illumination,2010,1950,31.91,0.1553,0.9701,0.9821,0.9896,1,1,1,0.8447,0.9482,0.9689,0.9845
i_chestnuts_1_5,illumination,1983,1919,31.68,0.1219,0.9682,0.9839,0.9919,1,1,1,0.8781,0.9594,0.9756,0.9878
i_chestnuts_1_6,illumination,2015,1967,33.20,0.1943,0.9727,0.9896,0.9935,1,1,1,0.8057,0.9352,0.9611,0.9806
i_crownday_1_2,illumination,2026,1977,35.08,0.1820,0.9758,0.9862,0.9921,1,1,1,0.8180,0.9393,0.9636,0.9818
i_crownday_1_3,illumination,2068,2042,31.93,0.1219,0.9874,0.9894,0.9913,1,1,1,0.8781,0.9594,0.9756,0.9878
i_crownday_1_4,illumination,2123,2088,32.02,0.2673,0.9835,0.9863,0.9887,1,1,1,0.7327,0.9109,0.9465,0.9733
i_crownday_1_5,illumination,2137,2084,33.98,0.1894,0.9752,0.9813,0.9874,1,1,1,0.8106,0.9369,0.9621,0.9811
i_crownday_1_6,illumination,2032,1959,32.93,0.3157,0.9636,0.9798,0.9862,1,1,1,0.6843,0.8948,0.9369,0.9684
i_dome_1_2,illumination,1717,1712,31.82,0.0512,0.9971,0.9983,1.0000,1,1,1,0.9488,0.9829,0.9898,0.9949
i_dome_1_3,illumination,1214,1087,28.88,0.5271,0.8929,0.9160,0.9316,1,1,1,0.4729,0.8243,0.8946,0.9473
i_dome_1_4,illumination,1214,1085,27.98,0.6708,0.8962,0.9102,0.9283,1,1,1,0.3292,0.7764,0.8658,0.9329
i_dome_1_5,illumination,1250,1127,27.66,0.4187,0.9016,0.9216,0.9400,1,1,1,0.5813,0.8604,0.9163,0.9581
i_dome_1_6,illumination,1596,1503,28.59,0.2029,0.9424,0.9518,0.9612,1,1,1,0.7971,0.9324,0.9594,0.9797
i_duda_1_2,illumination,1203,1203,26.68,0.1168,1.0000,1.0000,1.0000,1,1,1,0.8832,0.9611,0.9766,0.9883
i_duda_1_3,illumination,1222,1222,25.53,0.2381,1.0000,1.0000,1.0000,1,1,1,0.7619,0.9206,0.9524,0.9762
i_duda_1_4,illumination,1232,1228,24.40,0.2401,0.9968,0.9968,0.9984,1,1,1,0.7599,0.9200,0.9520,0.9760
i_duda_1_5,illumination,1220,1215,24.44,0.3149,0.9959,0.9959,0.9975,1,1,1,0.6851,0.8950,0.9370,0.9685
i_duda_1_6,illumination,1186,1172,24.39,0.2985,0.9882,0.9907,0.9958,1,1,1,0.7015,0.9005,0.9403,0.9701
i_fenis_1_2,illumination,1549,1531,26.40,0.0906,0.9884,0.9929,0.9974,1,1,1,0.9094,0.9698,0.9819,0.9909
i_fenis_1_3,illumination,1535,1520,26.68,0.1725,0.9902,0.9941,0.9961,1,1,1,0.8275,0.9425,0.9655,0.9828
i_fenis_1_4,illumination,1312,1194,27.03,0.6466,0.9024,0.9466,0.9695,1,1,1,0.3534,0.7845,0.8707,0.9353
i_fenis_1_5,illumination,1242,1092,27.30,0.7222,0.8663,0.9283,0.9614,1,1,1,0.2778,0.7593,0.8556,0.9278
i_fenis_1_6,illumination,1298,1204,27.00,0.7511,0.9168,0.9515,0.9707,1,1,1,0.2489,0.7496,0.8498,0.9249
i_fog_1_2,illumination,1557,1527,26.04,0.1804,0.9801,0.9910,0.9929,1,1,1,0.8196,0.9399,0.9639,0.9820
i_fog_1_3,illumination,1529,1499,26.53,0.1806,0.9797,0.9869,0.9895,1,1,1,0.8194,0.9398,0.9639,0.9819
i_fog_1_4,illumination,1496,1479,26.63,0.1227,0.9886,0.9933,0.9953,1,1,1,0.8773,0.9591,0.9755,0.9877
i_fog_1_5,illumination,1174,1138,23.81,0.3210,0.9685,0.9779,0.9847,1,1,1,0.6790,0.8930,0.9358,0.9679
i_fog_1_6,illumination,1180,1129,24.48,0.3238,0.9568,0.9661,0.9771,1,1,1,0.6762,0.8921,0.9352,0.9676
i_fruits_1_2,illumination,2504,2295,51.98,0.3905,0.9153,0.9297,0.9369,1,1,1,0.6095,0.8698,0.9219,0.9610
i_fruits_1_3,illumination,2455,2220,46.27,0.6916,0.9047,0.9271,0.9442,1,1,1,0.3084,0.7695,0.8617,0.9308
